    1720.00   1725.00    6.4360    2.5904
    1725.00   1730.00    6.4853    2.6005
    1730.00   1735.00    6.5348    2.6105
    1735.00   1740.00    6.5848    2.6207
    1740.00   1745.00    6.6357    2.6309
    1745.00   1750.00    6.6867    2.6411
    1750.00   1755.00    6.7383    2.6515
    1755.00   1760.00    6.7901    2.6618
    1760.00   1765.00    6.8429    2.6723
    1765.00   1770.00    6.8960    2.6828
    1770.00   1775.00    6.9492    2.6933
    1775.00   1780.00    7.0036    2.7039
    1780.00   1785.00    7.0578    2.7146
    1785.00   1790.00    7.1129    2.7253
    1790.00   1795.00    7.1687    2.7361
    1795.00   1800.00    7.2251    2.7470
    1800.00   1805.00    7.2814    2.7578
    1805.00   1810.00    7.3392    2.7688
    1810.00   1815.00    7.3966    2.7798
    1815.00   1820.00    7.4553    2.7909
    1820.00   1825.00    7.5134    2.8019
    1825.00   1830.00    7.5726    2.8131
    1830.00   1835.00    7.6327    2.8244
    1835.00   1840.00    7.6930    2.8358
    1840.00   1845.00    7.7535    2.8471
    1845.00   1850.00    7.8153    2.8585
    1850.00   1855.00    7.8767    2.8700
    1855.00   1860.00    7.9394    2.8814
    1860.00   1865.00    8.0025    2.8930
    1865.00   1870.00    8.0659    2.9046
    1870.00   1875.00    8.1294    2.9162
    1875.00   1880.00    8.1936    2.9279
    1880.00   1885.00    8.2591    2.9397
    1885.00   1890.00    8.3243    2.9514
    1890.00   1895.00    8.3906    2.9633
    1895.00   1900.00    8.4567    2.9751
    1900.00   1905.00    8.5237    2.9870
    1905.00   1910.00    8.5911    2.9990
    1910.00   1915.00    8.6592    3.0110
    1915.00   1920.00    8.7277    3.0231
    1920.00   1925.00    8.7968    3.0352
    1925.00   1930.00    8.8663    3.0473
    1930.00   1935.00    8.9363    3.0595
    1935.00   1940.00    9.0068    3.0717
    1940.00   1945.00    9.0778    3.0839
    1945.00   1950.00    9.1494    3.0962
    1950.00   1955.00    9.2215    3.1086
    1955.00   1960.00    9.2941    3.1209
    1960.00   1965.00    9.3670    3.1333
    1965.00   1970.00    9.4406    3.1458
    1970.00   1975.00    9.5147    3.1583
    1975.00   1980.00    9.5892    3.1708
    1980.00   1985.00    9.6642    3.1833
    1985.00   1990.00    9.7397    3.1959
    1990.00   1995.00    9.8157    3.2085
    1995.00   2000.00    9.8157    3.2085
